,Country_Region,Lat,Long,Date,value,Country_FR
24907,Madagascar,-18.766947,46.869107,2020-04-24,122,Madagascar
25173,Madagascar,-18.766947,46.869107,2020-04-25,123,Madagascar
25439,Madagascar,-18.766947,46.869107,2020-04-26,124,Madagascar
25705,Madagascar,-18.766947,46.869107,2020-04-27,128,Madagascar
25971,Madagascar,-18.766947,46.869107,2020-04-28,128,Madagascar
26237,Madagascar,-18.766947,46.869107,2020-04-29,128,Madagascar
26503,Madagascar,-18.766947,46.869107,2020-04-30,128,Madagascar
26769,Madagascar,-18.766947,46.869107,2020-05-01,132,Madagascar
27035,Madagascar,-18.766947,46.869107,2020-05-02,135,Madagascar
27301,Madagascar,-18.766947,46.869107,2020-05-03,149,Madagascar
27567,Madagascar,-18.766947,46.869107,2020-05-04,149,Madagascar
27833,Madagascar,-18.766947,46.869107,2020-05-05,151,Madagascar
28099,Madagascar,-18.766947,46.869107,2020-05-06,158,Madagascar
28365,Madagascar,-18.766947,46.869107,2020-05-07,193,Madagascar
28631,Madagascar,-18.766947,46.869107,2020-05-08,193,Madagascar
28897,Madagascar,-18.766947,46.869107,2020-05-09,193,Madagascar
29163,Madagascar,-18.766947,46.869107,2020-05-10,193,Madagascar
29429,Madagascar,-18.766947,46.869107,2020-05-11,186,Madagascar
29695,Madagascar,-18.766947,46.869107,2020-05-12,186,Madagascar
29961,Madagascar,-18.766947,46.869107,2020-05-13,212,Madagascar
30227,Madagascar,-18.766947,46.869107,2020-05-14,230,Madagascar
30493,Madagascar,-18.766947,46.869107,2020-05-15,238,Madagascar
30759,Madagascar,-18.766947,46.869107,2020-05-16,283,Madagascar
31025,Madagascar,-18.766947,46.869107,2020-05-17,304,Madagascar
31291,Madagascar,-18.766947,46.869107,2020-05-18,322,Madagascar
31557,Madagascar,-18.766947,46.869107,2020-05-19,326,Madagascar
31823,Madagascar,-18.766947,46.869107,2020-05-20,371,Madagascar
32089,Madagascar,-18.766947,46.869107,2020-05-21,405,Madagascar
32355,Madagascar,-18.766947,46.869107,2020-05-22,448,Madagascar
32621,Madagascar,-18.766947,46.869107,2020-05-23,488,Madagascar
32887,Madagascar,-18.766947,46.869107,2020-05-24,527,Madagascar
33153,Madagascar,-18.766947,46.869107,2020-05-25,542,Madagascar
33419,Madagascar,-18.766947,46.869107,2020-05-26,586,Madagascar
33685,Madagascar,-18.766947,46.869107,2020-05-27,612,Madagascar
33951,Madagascar,-18.766947,46.869107,2020-05-28,656,Madagascar
34217,Madagascar,-18.766947,46.869107,2020-05-29,698,Madagascar
34483,Madagascar,-18.766947,46.869107,2020-05-30,758,Madagascar
34749,Madagascar,-18.766947,46.869107,2020-05-31,771,Madagascar
35015,Madagascar,-18.766947,46.869107,2020-06-01,826,Madagascar
35281,Madagascar,-18.766947,46.869107,2020-06-02,845,Madagascar
35547,Madagascar,-18.766947,46.869107,2020-06-03,908,Madagascar
35813,Madagascar,-18.766947,46.869107,2020-06-04,957,Madagascar
36079,Madagascar,-18.766947,46.869107,2020-06-05,975,Madagascar
36345,Madagascar,-18.766947,46.869107,2020-06-06,1026,Madagascar
36611,Madagascar,-18.766947,46.869107,2020-06-07,1052,Madagascar
36877,Madagascar,-18.766947,46.869107,2020-06-08,1094,Madagascar
37143,Madagascar,-18.766947,46.869107,2020-06-09,1138,Madagascar
37409,Madagascar,-18.766947,46.869107,2020-06-10,1162,Madagascar
37675,Madagascar,-18.766947,46.869107,2020-06-11,1203,Madagascar
37941,Madagascar,-18.766947,46.869107,2020-06-12,1240,Madagascar
38207,Madagascar,-18.766947,46.869107,2020-06-13,1252,Madagascar
38473,Madagascar,-18.766947,46.869107,2020-06-14,1272,Madagascar
38739,Madagascar,-18.766947,46.869107,2020-06-15,1290,Madagascar
39005,Madagascar,-18.766947,46.869107,2020-06-16,1317,Madagascar
39271,Madagascar,-18.766947,46.869107,2020-06-17,1378,Madagascar
39537,Madagascar,-18.766947,46.869107,2020-06-18,1403,Madagascar
39803,Madagascar,-18.766947,46.869107,2020-06-19,1443,Madagascar
40069,Madagascar,-18.766947,46.869107,2020-06-20,1503,Madagascar
40335,Madagascar,-18.766947,46.869107,2020-06-21,1596,Madagascar
40601,Madagascar,-18.766947,46.869107,2020-06-22,1640,Madagascar
40867,Madagascar,-18.766947,46.869107,2020-06-23,1724,Madagascar
41133,Madagascar,-18.766947,46.869107,2020-06-24,1787,Madagascar
41399,Madagascar,-18.766947,46.869107,2020-06-25,1829,Madagascar
41665,Madagascar,-18.766947,46.869107,2020-06-26,1922,Madagascar
41931,Madagascar,-18.766947,46.869107,2020-06-27,2005,Madagascar
42197,Madagascar,-18.766947,46.869107,2020-06-28,2078,Madagascar
42463,Madagascar,-18.766947,46.869107,2020-06-29,2138,Madagascar
42729,Madagascar,-18.766947,46.869107,2020-06-30,2214,Madagascar
42995,Madagascar,-18.766947,46.869107,2020-07-01,2303,Madagascar
43261,Madagascar,-18.766947,46.869107,2020-07-02,2403,Madagascar
43527,Madagascar,-18.766947,46.869107,2020-07-03,2512,Madagascar
43793,Madagascar,-18.766947,46.869107,2020-07-04,2728,Madagascar
44059,Madagascar,-18.766947,46.869107,2020-07-05,2941,Madagascar
44325,Madagascar,-18.766947,46.869107,2020-07-06,3250,Madagascar
44591,Madagascar,-18.766947,46.869107,2020-07-07,3472,Madagascar
44857,Madagascar,-18.766947,46.869107,2020-07-08,3573,Madagascar
45123,Madagascar,-18.766947,46.869107,2020-07-09,3782,Madagascar
45389,Madagascar,-18.766947,46.869107,2020-07-10,4143,Madagascar
45655,Madagascar,-18.766947,46.869107,2020-07-11,4578,Madagascar
45921,Madagascar,-18.766947,46.869107,2020-07-12,4867,Madagascar
46187,Madagascar,-18.766947,46.869107,2020-07-13,5080,Madagascar
46453,Madagascar,-18.766947,46.869107,2020-07-14,5343,Madagascar
46719,Madagascar,-18.766947,46.869107,2020-07-15,5605,Madagascar
46985,Madagascar,-18.766947,46.869107,2020-07-16,6089,Madagascar
47251,Madagascar,-18.766947,46.869107,2020-07-17,6467,Madagascar
47517,Madagascar,-18.766947,46.869107,2020-07-18,6849,Madagascar
47783,Madagascar,-18.766947,46.869107,2020-07-19,7049,Madagascar
48049,Madagascar,-18.766947,46.869107,2020-07-20,7153,Madagascar
48315,Madagascar,-18.766947,46.869107,2020-07-21,7548,Madagascar
48581,Madagascar,-18.766947,46.869107,2020-07-22,8162,Madagascar
48847,Madagascar,-18.766947,46.869107,2020-07-23,8381,Madagascar
49113,Madagascar,-18.766947,46.869107,2020-07-24,8741,Madagascar
49379,Madagascar,-18.766947,46.869107,2020-07-25,8866,Madagascar
49645,Madagascar,-18.766947,46.869107,2020-07-26,9295,Madagascar
49911,Madagascar,-18.766947,46.869107,2020-07-27,9690,Madagascar
50177,Madagascar,-18.766947,46.869107,2020-07-28,10104,Madagascar
50443,Madagascar,-18.766947,46.869107,2020-07-29,10317,Madagascar
50709,Madagascar,-18.766947,46.869107,2020-07-30,10748,Madagascar
50975,Madagascar,-18.766947,46.869107,2020-07-31,10868,Madagascar
51241,Madagascar,-18.766947,46.869107,2020-08-01,11273,Madagascar
51507,Madagascar,-18.766947,46.869107,2020-08-02,11528,Madagascar
51773,Madagascar,-18.766947,46.869107,2020-08-03,11660,Madagascar
52039,Madagascar,-18.766947,46.869107,2020-08-04,11895,Madagascar
52305,Madagascar,-18.766947,46.869107,2020-08-05,12222,Madagascar
52571,Madagascar,-18.766947,46.869107,2020-08-06,12526,Madagascar
52837,Madagascar,-18.766947,46.869107,2020-08-07,12708,Madagascar
53103,Madagascar,-18.766947,46.869107,2020-08-08,12922,Madagascar
53369,Madagascar,-18.766947,46.869107,2020-08-09,13086,Madagascar
53635,Madagascar,-18.766947,46.869107,2020-08-10,13202,Madagascar
53901,Madagascar,-18.766947,46.869107,2020-08-11,13317,Madagascar
54167,Madagascar,-18.766947,46.869107,2020-08-12,13397,Madagascar
54433,Madagascar,-18.766947,46.869107,2020-08-13,13522,Madagascar
54699,Madagascar,-18.766947,46.869107,2020-08-14,13643,Madagascar
54965,Madagascar,-18.766947,46.869107,2020-08-15,13724,Madagascar
55231,Madagascar,-18.766947,46.869107,2020-08-16,13827,Madagascar
55497,Madagascar,-18.766947,46.869107,2020-08-17,13886,Madagascar
55763,Madagascar,-18.766947,46.869107,2020-08-18,14009,Madagascar
56029,Madagascar,-18.766947,46.869107,2020-08-19,14074,Madagascar
56295,Madagascar,-18.766947,46.869107,2020-08-20,14154,Madagascar
56561,Madagascar,-18.766947,46.869107,2020-08-21,14218,Madagascar
56827,Madagascar,-18.766947,46.869107,2020-08-22,14277,Madagascar
57093,Madagascar,-18.766947,46.869107,2020-08-23,14327,Madagascar
57359,Madagascar,-18.766947,46.869107,2020-08-24,14402,Madagascar
57625,Madagascar,-18.766947,46.869107,2020-08-25,14475,Madagascar
57891,Madagascar,-18.766947,46.869107,2020-08-26,14554,Madagascar
58157,Madagascar,-18.766947,46.869107,2020-08-27,14592,Madagascar
58423,Madagascar,-18.766947,46.869107,2020-08-28,14696,Madagascar
58689,Madagascar,-18.766947,46.869107,2020-08-29,14791,Madagascar
58955,Madagascar,-18.766947,46.869107,2020-08-30,14843,Madagascar
59221,Madagascar,-18.766947,46.869107,2020-08-31,14863,Madagascar
59487,Madagascar,-18.766947,46.869107,2020-09-01,14957,Madagascar
59753,Madagascar,-18.766947,46.869107,2020-09-02,15023,Madagascar
60019,Madagascar,-18.766947,46.869107,2020-09-03,15106,Madagascar
60285,Madagascar,-18.766947,46.869107,2020-09-04,15187,Madagascar
60551,Madagascar,-18.766947,46.869107,2020-09-05,15269,Madagascar
60817,Madagascar,-18.766947,46.869107,2020-09-06,15319,Madagascar
61083,Madagascar,-18.766947,46.869107,2020-09-07,15352,Madagascar
170,Malawi,-13.2543,34.3015,2020-01-22,0,Malawi
436,Malawi,-13.2543,34.3015,2020-01-23,0,Malawi
702,Malawi,-13.2543,34.3015,2020-01-24,0,Malawi
968,Malawi,-13.2543,34.3015,2020-01-25,0,Malawi
1234,Malawi,-13.2543,34.3015,2020-01-26,0,Malawi
1500,Malawi,-13.2543,34.3015,2020-01-27,0,Malawi
1766,Malawi,-13.2543,34.3015,2020-01-28,0,Malawi
2032,Malawi,-13.2543,34.3015,2020-01-29,0,Malawi
2298,Malawi,-13.2543,34.3015,2020-01-30,0,Malawi
2564,Malawi,-13.2543,34.3015,2020-01-31,0,Malawi
2830,Malawi,-13.2543,34.3015,2020-02-01,0,Malawi
3096,Malawi,-13.2543,34.3015,2020-02-02,0,Malawi
3362,Malawi,-13.2543,34.3015,2020-02-03,0,Malawi
3628,Malawi,-13.2543,34.3015,2020-02-04,0,Malawi
3894,Malawi,-13.2543,34.3015,2020-02-05,0,Malawi
4160,Malawi,-13.2543,34.3015,2020-02-06,0,Malawi
4426,Malawi,-13.2543,34.3015,2020-02-07,0,Malawi
4692,Malawi,-13.2543,34.3015,2020-02-08,0,Malawi
4958,Malawi,-13.2543,34.3015,2020-02-09,0,Malawi
5224,Malawi,-13.2543,34.3015,2020-02-10,0,Malawi
5490,Malawi,-13.2543,34.3015,2020-02-11,0,Malawi
5756,Malawi,-13.2543,34.3015,2020-02-12,0,Malawi
6022,Malawi,-13.2543,34.3015,2020-02-13,0,Malawi
6288,Malawi,-13.2543,34.3015,2020-02-14,0,Malawi
6554,Malawi,-13.2543,34.3015,2020-02-15,0,Malawi
6820,Malawi,-13.2543,34.3015,2020-02-16,0,Malawi
7086,Malawi,-13.2543,34.3015,2020-02-17,0,Malawi
7352,Malawi,-13.2543,34.3015,2020-02-18,0,Malawi
7618,Malawi,-13.2543,34.3015,2020-02-19,0,Malawi
7884,Malawi,-13.2543,34.3015,2020-02-20,0,Malawi
8150,Malawi,-13.2543,34.3015,2020-02-21,0,Malawi
8416,Malawi,-13.2543,34.3015,2020-02-22,0,Malawi
8682,Malawi,-13.2543,34.3015,2020-02-23,0,Malawi
8948,Malawi,-13.2543,34.3015,2020-02-24,0,Malawi
9214,Malawi,-13.2543,34.3015,2020-02-25,0,Malawi
9480,Malawi,-13.2543,34.3015,2020-02-26,0,Malawi
9746,Malawi,-13.2543,34.3015,2020-02-27,0,Malawi
10012,Malawi,-13.2543,34.3015,2020-02-28,0,Malawi
10278,Malawi,-13.2543,34.3015,2020-02-29,0,Malawi
10544,Malawi,-13.2543,34.3015,2020-03-01,0,Malawi
10810,Malawi,-13.2543,34.3015,2020-03-02,0,Malawi
11076,Malawi,-13.2543,34.3015,2020-03-03,0,Malawi
11342,Malawi,-13.2543,34.3015,2020-03-04,0,Malawi
11608,Malawi,-13.2543,34.3015,2020-03-05,0,Malawi
11874,Malawi,-13.2543,34.3015,2020-03-06,0,Malawi
12140,Malawi,-13.2543,34.3015,2020-03-07,0,Malawi
12406,Malawi,-13.2543,34.3015,2020-03-08,0,Malawi
12672,Malawi,-13.2543,34.3015,2020-03-09,0,Malawi
12938,Malawi,-13.2543,34.3015,2020-03-10,0,Malawi
13204,Malawi,-13.2543,34.3015,2020-03-11,0,Malawi
13470,Malawi,-13.2543,34.3015,2020-03-12,0,Malawi
13736,Malawi,-13.2543,34.3015,2020-03-13,0,Malawi
14002,Malawi,-13.2543,34.3015,2020-03-14,0,Malawi
14268,Malawi,-13.2543,34.3015,2020-03-15,0,Malawi
14534,Malawi,-13.2543,34.3015,2020-03-16,0,Malawi
14800,Malawi,-13.2543,34.3015,2020-03-17,0,Malawi
15066,Malawi,-13.2543,34.3015,2020-03-18,0,Malawi
15332,Malawi,-13.2543,34.3015,2020-03-19,0,Malawi
15598,Malawi,-13.2543,34.3015,2020-03-20,0,Malawi
15864,Malawi,-13.2543,34.3015,2020-03-21,0,Malawi
16130,Malawi,-13.2543,34.3015,2020-03-22,0,Malawi
16396,Malawi,-13.2543,34.3015,2020-03-23,0,Malawi
16662,Malawi,-13.2543,34.3015,2020-03-24,0,Malawi
16928,Malawi,-13.2543,34.3015,2020-03-25,0,Malawi
17194,Malawi,-13.2543,34.3015,2020-03-26,0,Malawi
17460,Malawi,-13.2543,34.3015,2020-03-27,0,Malawi
17726,Malawi,-13.2543,34.3015,2020-03-28,0,Malawi
17992,Malawi,-13.2543,34.3015,2020-03-29,0,Malawi
18258,Malawi,-13.2543,34.3015,2020-03-30,0,Malawi
18524,Malawi,-13.2543,34.3015,2020-03-31,0,Malawi
18790,Malawi,-13.2543,34.3015,2020-04-01,0,Malawi
19056,Malawi,-13.2543,34.3015,2020-04-02,3,Malawi
19322,Malawi,-13.2543,34.3015,2020-04-03,3,Malawi
19588,Malawi,-13.2543,34.3015,2020-04-04,4,Malawi
19854,Malawi,-13.2543,34.3015,2020-04-05,4,Malawi
20120,Malawi,-13.2543,34.3015,2020-04-06,5,Malawi
20386,Malawi,-13.2543,34.3015,2020-04-07,8,Malawi
20652,Malawi,-13.2543,34.3015,2020-04-08,8,Malawi
20918,Malawi,-13.2543,34.3015,2020-04-09,8,Malawi
21184,Malawi,-13.2543,34.3015,2020-04-10,9,Malawi
21450,Malawi,-13.2543,34.3015,2020-04-11,12,Malawi
21716,Malawi,-13.2543,34.3015,2020-04-12,13,Malawi
21982,Malawi,-13.2543,34.3015,2020-04-13,16,Malawi
22248,Malawi,-13.2543,34.3015,2020-04-14,16,Malawi
22514,Malawi,-13.2543,34.3015,2020-04-15,16,Malawi
22780,Malawi,-13.2543,34.3015,2020-04-16,16,Malawi
23046,Malawi,-13.2543,34.3015,2020-04-17,17,Malawi
23312,Malawi,-13.2543,34.3015,2020-04-18,17,Malawi
23578,Malawi,-13.2543,34.3015,2020-04-19,17,Malawi
23844,Malawi,-13.2543,34.3015,2020-04-20,17,Malawi
24110,Malawi,-13.2543,34.3015,2020-04-21,18,Malawi
24376,Malawi,-13.2543,34.3015,2020-04-22,23,Malawi
24642,Malawi,-13.2543,34.3015,2020-04-23,33,Malawi
24908,Malawi,-13.2543,34.3015,2020-04-24,33,Malawi
25174,Malawi,-13.2543,34.3015,2020-04-25,33,Malawi
25440,Malawi,-13.2543,34.3015,2020-04-26,34,Malawi
25706,Malawi,-13.2543,34.3015,2020-04-27,36,Malawi
25972,Malawi,-13.2543,34.3015,2020-04-28,36,Malawi
26238,Malawi,-13.2543,34.3015,2020-04-29,36,Malawi
26504,Malawi,-13.2543,34.3015,2020-04-30,37,Malawi
26770,Malawi,-13.2543,34.3015,2020-05-01,37,Malawi
27036,Malawi,-13.2543,34.3015,2020-05-02,38,Malawi
27302,Malawi,-13.2543,34.3015,2020-05-03,39,Malawi
27568,Malawi,-13.2543,34.3015,2020-05-04,41,Malawi
27834,Malawi,-13.2543,34.3015,2020-05-05,41,Malawi
28100,Malawi,-13.2543,34.3015,2020-05-06,43,Malawi
28366,Malawi,-13.2543,34.3015,2020-05-07,43,Malawi
28632,Malawi,-13.2543,34.3015,2020-05-08,43,Malawi
28898,Malawi,-13.2543,34.3015,2020-05-09,56,Malawi
29164,Malawi,-13.2543,34.3015,2020-05-10,56,Malawi
29430,Malawi,-13.2543,34.3015,2020-05-11,57,Malawi
29696,Malawi,-13.2543,34.3015,2020-05-12,57,Malawi
29962,Malawi,-13.2543,34.3015,2020-05-13,63,Malawi
30228,Malawi,-13.2543,34.3015,2020-05-14,63,Malawi
30494,Malawi,-13.2543,34.3015,2020-05-15,63,Malawi
30760,Malawi,-13.2543,34.3015,2020-05-16,65,Malawi
31026,Malawi,-13.2543,34.3015,2020-05-17,70,Malawi
31292,Malawi,-13.2543,34.3015,2020-05-18,70,Malawi
31558,Malawi,-13.2543,34.3015,2020-05-19,70,Malawi
31824,Malawi,-13.2543,34.3015,2020-05-20,71,Malawi
32090,Malawi,-13.2543,34.3015,2020-05-21,72,Malawi
32356,Malawi,-13.2543,34.3015,2020-05-22,82,Malawi
32622,Malawi,-13.2543,34.3015,2020-05-23,82,Malawi
32888,Malawi,-13.2543,34.3015,2020-05-24,83,Malawi
33154,Malawi,-13.2543,34.3015,2020-05-25,101,Malawi
33420,Malawi,-13.2543,34.3015,2020-05-26,101,Malawi
33686,Malawi,-13.2543,34.3015,2020-05-27,101,Malawi
33952,Malawi,-13.2543,34.3015,2020-05-28,203,Malawi
34218,Malawi,-13.2543,34.3015,2020-05-29,273,Malawi
34484,Malawi,-13.2543,34.3015,2020-05-30,279,Malawi
34750,Malawi,-13.2543,34.3015,2020-05-31,284,Malawi
35016,Malawi,-13.2543,34.3015,2020-06-01,336,Malawi
35282,Malawi,-13.2543,34.3015,2020-06-02,358,Malawi
35548,Malawi,-13.2543,34.3015,2020-06-03,369,Malawi
35814,Malawi,-13.2543,34.3015,2020-06-04,393,Malawi
36080,Malawi,-13.2543,34.3015,2020-06-05,409,Malawi
36346,Malawi,-13.2543,34.3015,2020-06-06,409,Malawi
36612,Malawi,-13.2543,34.3015,2020-06-07,438,Malawi
36878,Malawi,-13.2543,34.3015,2020-06-08,443,Malawi
37144,Malawi,-13.2543,34.3015,2020-06-09,455,Malawi
37410,Malawi,-13.2543,34.3015,2020-06-10,455,Malawi
37676,Malawi,-13.2543,34.3015,2020-06-11,481,Malawi
37942,Malawi,-13.2543,34.3015,2020-06-12,481,Malawi
38208,Malawi,-13.2543,34.3015,2020-06-13,529,Malawi
38474,Malawi,-13.2543,34.3015,2020-06-14,547,Malawi
38740,Malawi,-13.2543,34.3015,2020-06-15,555,Malawi
39006,Malawi,-13.2543,34.3015,2020-06-16,564,Malawi
39272,Malawi,-13.2543,34.3015,2020-06-17,572,Malawi
39538,Malawi,-13.2543,34.3015,2020-06-18,592,Malawi
39804,Malawi,-13.2543,34.3015,2020-06-19,620,Malawi
40070,Malawi,-13.2543,34.3015,2020-06-20,620,Malawi
40336,Malawi,-13.2543,34.3015,2020-06-21,730,Malawi
40602,Malawi,-13.2543,34.3015,2020-06-22,749,Malawi
40868,Malawi,-13.2543,34.3015,2020-06-23,803,Malawi
41134,Malawi,-13.2543,34.3015,2020-06-24,941,Malawi
41400,Malawi,-13.2543,34.3015,2020-06-25,960,Malawi
41666,Malawi,-13.2543,34.3015,2020-06-26,1005,Malawi
41932,Malawi,-13.2543,34.3015,2020-06-27,1038,Malawi
42198,Malawi,-13.2543,34.3015,2020-06-28,1146,Malawi
42464,Malawi,-13.2543,34.3015,2020-06-29,1152,Malawi
42730,Malawi,-13.2543,34.3015,2020-06-30,1224,Malawi
42996,Malawi,-13.2543,34.3015,2020-07-01,1265,Malawi
43262,Malawi,-13.2543,34.3015,2020-07-02,1342,Malawi
43528,Malawi,-13.2543,34.3015,2020-07-03,1498,Malawi
43794,Malawi,-13.2543,34.3015,2020-07-04,1613,Malawi
44060,Malawi,-13.2543,34.3015,2020-07-05,1613,Malawi
44326,Malawi,-13.2543,34.3015,2020-07-06,1742,Malawi
44592,Malawi,-13.2543,34.3015,2020-07-07,1818,Malawi
44858,Malawi,-13.2543,34.3015,2020-07-08,1864,Malawi
45124,Malawi,-13.2543,34.3015,2020-07-09,1942,Malawi
45390,Malawi,-13.2543,34.3015,2020-07-10,2069,Malawi
45656,Malawi,-13.2543,34.3015,2020-07-11,2261,Malawi
45922,Malawi,-13.2543,34.3015,2020-07-12,2364,Malawi
46188,Malawi,-13.2543,34.3015,2020-07-13,2430,Malawi
46454,Malawi,-13.2543,34.3015,2020-07-14,2497,Malawi
46720,Malawi,-13.2543,34.3015,2020-07-15,2614,Malawi
46986,Malawi,-13.2543,34.3015,2020-07-16,2712,Malawi
47252,Malawi,-13.2543,34.3015,2020-07-17,2805,Malawi
47518,Malawi,-13.2543,34.3015,2020-07-18,2810,Malawi
47784,Malawi,-13.2543,34.3015,2020-07-19,2907,Malawi
48050,Malawi,-13.2543,34.3015,2020-07-20,2992,Malawi
48316,Malawi,-13.2543,34.3015,2020-07-21,3045,Malawi
48582,Malawi,-13.2543,34.3015,2020-07-22,3302,Malawi
48848,Malawi,-13.2543,34.3015,2020-07-23,3302,Malawi
49114,Malawi,-13.2543,34.3015,2020-07-24,3453,Malawi
49380,Malawi,-13.2543,34.3015,2020-07-25,3453,Malawi
49646,Malawi,-13.2543,34.3015,2020-07-26,3640,Malawi
49912,Malawi,-13.2543,34.3015,2020-07-27,3664,Malawi
50178,Malawi,-13.2543,34.3015,2020-07-28,3709,Malawi
50444,Malawi,-13.2543,34.3015,2020-07-29,3738,Malawi
50710,Malawi,-13.2543,34.3015,2020-07-30,3858,Malawi
50976,Malawi,-13.2543,34.3015,2020-07-31,4078,Malawi
51242,Malawi,-13.2543,34.3015,2020-08-01,4186,Malawi
51508,Malawi,-13.2543,34.3015,2020-08-02,4231,Malawi
51774,Malawi,-13.2543,34.3015,2020-08-03,4272,Malawi
52040,Malawi,-13.2543,34.3015,2020-08-04,4361,Malawi
52306,Malawi,-13.2543,34.3015,2020-08-05,4426,Malawi
52572,Malawi,-13.2543,34.3015,2020-08-06,4491,Malawi
52838,Malawi,-13.2543,34.3015,2020-08-07,4575,Malawi
53104,Malawi,-13.2543,34.3015,2020-08-08,4624,Malawi
53370,Malawi,-13.2543,34.3015,2020-08-09,4658,Malawi
53636,Malawi,-13.2543,34.3015,2020-08-10,4674,Malawi
53902,Malawi,-13.2543,34.3015,2020-08-11,4714,Malawi
54168,Malawi,-13.2543,34.3015,2020-08-12,4752,Malawi
54434,Malawi,-13.2543,34.3015,2020-08-13,4912,Malawi
54700,Malawi,-13.2543,34.3015,2020-08-14,4988,Malawi
54966,Malawi,-13.2543,34.3015,2020-08-15,5026,Malawi
55232,Malawi,-13.2543,34.3015,2020-08-16,5072,Malawi
55498,Malawi,-13.2543,34.3015,2020-08-17,5125,Malawi
55764,Malawi,-13.2543,34.3015,2020-08-18,5193,Malawi
56030,Malawi,-13.2543,34.3015,2020-08-19,5240,Malawi
56296,Malawi,-13.2543,34.3015,2020-08-20,5282,Malawi
56562,Malawi,-13.2543,34.3015,2020-08-21,5322,Malawi
56828,Malawi,-13.2543,34.3015,2020-08-22,5382,Malawi
57094,Malawi,-13.2543,34.3015,2020-08-23,5414,Malawi
57360,Malawi,-13.2543,34.3015,2020-08-24,5419,Malawi
57626,Malawi,-13.2543,34.3015,2020-08-25,5423,Malawi
57892,Malawi,-13.2543,34.3015,2020-08-26,5474,Malawi
58158,Malawi,-13.2543,34.3015,2020-08-27,5496,Malawi
58424,Malawi,-13.2543,34.3015,2020-08-28,5523,Malawi
58690,Malawi,-13.2543,34.3015,2020-08-29,5528,Malawi
58956,Malawi,-13.2543,34.3015,2020-08-30,5536,Malawi
59222,Malawi,-13.2543,34.3015,2020-08-31,5566,Malawi
59488,Malawi,-13.2543,34.3015,2020-09-01,5576,Malawi
59754,Malawi,-13.2543,34.3015,2020-09-02,5579,Malawi
60020,Malawi,-13.2543,34.3015,2020-09-03,5593,Malawi
60286,Malawi,-13.2543,34.3015,2020-09-04,5608,Malawi
60552,Malawi,-13.2543,34.3015,2020-09-05,5611,Malawi
60818,Malawi,-13.2543,34.3015,2020-09-06,5614,Malawi
61084,Malawi,-13.2543,34.3015,2020-09-07,5621,Malawi
171,Malaysia,4.210483999999999,101.975766,2020-01-22,0,Malaisie
437,Malaysia,4.210483999999999,101.975766,2020-01-23,0,Malaisie
703,Malaysia,4.210483999999999,101.975766,2020-01-24,0,Malaisie
969,Malaysia,4.210483999999999,101.975766,2020-01-25,3,Malaisie
1235,Malaysia,4.210483999999999,101.975766,2020-01-26,4,Malaisie
1501,Malaysia,4.210483999999999,101.975766,2020-01-27,4,Malaisie
1767,Malaysia,4.210483999999999,101.975766,2020-01-28,4,Malaisie
2033,Malaysia,4.210483999999999,101.975766,2020-01-29,7,Malaisie
2299,Malaysia,4.210483999999999,101.975766,2020-01-30,8,Malaisie
2565,Malaysia,4.210483999999999,101.975766,2020-01-31,8,Malaisie
2831,Malaysia,4.210483999999999,101.975766,2020-02-01,8,Malaisie
3097,Malaysia,4.210483999999999,101.975766,2020-02-02,8,Malaisie
3363,Malaysia,4.210483999999999,101.975766,2020-02-03,8,Malaisie
3629,Malaysia,4.210483999999999,101.975766,2020-02-04,10,Malaisie
3895,Malaysia,4.210483999999999,101.975766,2020-02-05,12,Malaisie
4161,Malaysia,4.210483999999999,101.975766,2020-02-06,12,Malaisie
4427,Malaysia,4.210483999999999,101.975766,2020-02-07,12,Malaisie
4693,Malaysia,4.210483999999999,101.975766,2020-02-08,16,Malaisie
4959,Malaysia,4.210483999999999,101.975766,2020-02-09,16,Malaisie
5225,Malaysia,4.210483999999999,101.975766,2020-02-10,18,Malaisie
5491,Malaysia,4.210483999999999,101.975766,2020-02-11,18,Malaisie
5757,Malaysia,4.210483999999999,101.975766,2020-02-12,18,Malaisie
6023,Malaysia,4.210483999999999,101.975766,2020-02-13,19,Malaisie
6289,Malaysia,4.210483999999999,101.975766,2020-02-14,19,Malaisie
6555,Malaysia,4.210483999999999,101.975766,2020-02-15,22,Malaisie
6821,Malaysia,4.210483999999999,101.975766,2020-02-16,22,Malaisie
7087,Malaysia,4.210483999999999,101.975766,2020-02-17,22,Malaisie
7353,Malaysia,4.210483999999999,101.975766,2020-02-18,22,Malaisie
7619,Malaysia,4.210483999999999,101.975766,2020-02-19,22,Malaisie
7885,Malaysia,4.210483999999999,101.975766,2020-02-20,22,Malaisie
8151,Malaysia,4.210483999999999,101.975766,2020-02-21,22,Malaisie
8417,Malaysia,4.210483999999999,101.975766,2020-02-22,22,Malaisie
8683,Malaysia,4.210483999999999,101.975766,2020-02-23,22,Malaisie
8949,Malaysia,4.210483999999999,101.975766,2020-02-24,22,Malaisie
9215,Malaysia,4.210483999999999,101.975766,2020-02-25,22,Malaisie
9481,Malaysia,4.210483999999999,101.975766,2020-02-26,22,Malaisie
9747,Malaysia,4.210483999999999,101.975766,2020-02-27,23,Malaisie
10013,Malaysia,4.210483999999999,101.975766,2020-02-28,23,Malaisie
